NMI,METER SERIAL NUMBER,CON/GEN,DATE,ESTIMATED?,00:00 - 00:30,00:30 - 01:00,01:00 - 01:30,01:30 - 02:00,02:00 - 02:30,02:30 - 03:00,03:00 - 03:30,03:30 - 04:00,04:00 - 04:30,04:30 - 05:00,05:00 - 05:30,05:30 - 06:00,06:00 - 06:30,06:30 - 07:00,07:00 - 07:30,07:30 - 08:00,08:00 - 08:30,08:30 - 09:00,09:00 - 09:30,09:30 - 10:00,10:00 - 10:30,10:30 - 11:00,11:00 - 11:30,11:30 - 12:00,12:00 - 12:30,12:30 - 13:00,13:00 - 13:30,13:30 - 14:00,14:00 - 14:30,14:30 - 15:00,15:00 - 15:30,15:30 - 16:00,16:00 - 16:30,16:30 - 17:00,17:00 - 17:30,17:30 - 18:00,18:00 - 18:30,18:30 - 19:00,19:00 - 19:30,19:30 - 20:00,20:00 - 20:30,20:30 - 21:00,21:00 - 21:30,21:30 - 22:00,22:00 - 22:30,22:30 - 23:00,23:00 - 23:30,23:30 - 00:00
6001260509,7625,Consumption,3/2/20,No,1.094,1.162,1.175,0.469,0.1,0.094,0.081,0.081,0.069,0.1,0.05,0.094,0.063,0.138,0.725,0.15,0.081,0.075,0.05,0.069,0.05,0.069,0.056,0.1,0.069,0.069,0.056,0.056,0.056,0.063,0.063,0.056,0.063,0.056,0.069,0.05,0.075,0.05,0.412,0.138,0.1,0.081,0.156,0.138,0.188,0.212,0.225,0.25
6001260509,7625,Consumption,4/2/20,No,0.219,0.175,0.069,0.069,0.063,0.063,0.056,0.056,0.056,0.063,0.056,0.05,0.063,0.044,0.85,0.212,0.075,0.05,0.063,0.05,0.063,0.05,0.063,0.05,0.063,0.056,0.056,0.05,0.075,0.088,0.081,0.056,0.075,0.044,0.063,0.044,0.113,0.063,0.056,0.163,0.175,0.125,0.125,0.119,0.181,0.212,0.244,0.231
6001260509,7625,Consumption,5/2/20,No,0.65,0.563,0.313,0.081,0.056,0.106,0.075,0.075,0.056,0.069,0.05,0.069,0.05,0.556,0.313,0.088,0.05,0.075,0.05,0.075,0.05,0.069,0.05,0.075,0.05,0.069,0.056,0.069,0.056,0.063,0.063,0.063,0.063,0.056,0.063,0.05,0.088,0.075,0.65,0.631,0.225,0.212,0.287,0.25,0.206,0.35,0.163,0.069
6001260509,7625,Consumption,6/2/20,No,0.069,0.056,0.063,0.063,0.056,0.088,0.05,0.075,0.05,0.075,0.05,0.075,0.05,0.069,0.194,0.119,0.1,0.056,0.069,0.05,0.075,0.05,0.069,0.05,0.069,0.056,0.069,0.056,0.056,0.056,0.069,0.05,0.063,0.063,0.056,0.069,0.425,0.613,0.338,0.125,0.119,0.194,0.119,0.156,0.15,0.256,0.206,0.2
6001260509,7625,Consumption,7/2/20,No,0.694,0.6,0.3,0.088,0.081,0.069,0.081,0.063,0.081,0.069,0.063,0.069,0.05,0.069,0.138,0.388,0.119,0.056,0.075,0.075,0.063,0.15,0.113,0.219,0.069,0.163,0.113,0.206,0.381,0.194,0.075,0.2,0.056,0.094,0.069,0.069,0.081,0.056,0.081,0.263,0.3,0.237,0.144,0.15,0.169,0.15,0.313,0.325
6001260509,7625,Consumption,8/2/20,No,0.212,0.331,0.138,0.094,0.069,0.075,0.094,0.05,0.081,0.075,0.056,0.094,0.056,0.075,0.081,0.044,0.094,0.075,0.763,0.169,0.088,0.081,0.125,0.175,0.856,0.344,0.131,0.1,0.206,0.212,0.163,0.194,0.212,0.675,0.994,0.344,0.231,0.181,0.2,0.188,0.206,0.231,0.194,0.181,0.131,0.231,0.225,0.194
6001260509,7625,Consumption,9/2/20,No,0.163,0.131,0.263,0.1,0.1,0.088,0.081,0.088,0.075,0.094,0.069,0.081,0.081,0.069,0.081,0.075,0.069,0.075,0.2,0.919,0.119,0.131,0.094,0.063,0.094,0.163,0.063,0.075,0.056,0.069,0.069,0.056,0.075,0.069,0.069,0.069,0.056,0.069,0.069,0.131,0.325,0.119,0.175,0.119,0.138,0.313,0.181,0.275
6001260509,7625,Consumption,10/2/20,No,0.706,0.2,0.613,0.069,0.069,0.075,0.063,0.075,0.069,0.063,0.075,0.069,0.075,0.063,0.287,0.119,0.056,0.069,0.056,0.056,0.069,0.056,0.069,0.063,0.056,0.063,0.056,0.069,0.063,0.056,0.069,0.056,0.063,0.069,0.056,0.075,0.056,0.081,0.131,0.2,0.094,0.106,0.113,0.131,0.156,0.2,0.256,0.181
6001260509,7625,Consumption,11/2/20,No,0.275,0.075,0.081,0.088,0.063,0.088,0.069,0.075,0.081,0.069,0.069,0.063,0.069,0.088,0.225,0.106,0.056,0.081,0.056,0.069,0.063,0.056,0.075,0.056,0.063,0.069,0.05,0.075,0.056,0.063,0.069,0.056,0.119,0.069,0.056,0.075,0.106,0.463,0.25,0.313,0.225,0.287,0.219,0.3,0.244,0.269,1.356,1.375
6001260509,7625,Consumption,12/2/20,No,0.625,0.55,0.119,0.106,0.081,0.088,0.094,0.075,0.1,0.075,0.075,0.075,0.069,0.088,0.781,0.119,0.063,0.056,0.069,0.063,0.056,0.069,0.05,0.069,0.063,0.113,0.075,0.05,0.075,0.056,0.063,0.075,0.056,0.069,0.075,0.1,0.131,0.094,0.144,0.244,0.194,0.119,0.106,0.119,0.131,0.2,0.219,0.194
6001260509,7625,Consumption,13/2/20,No,0.181,0.231,0.094,0.063,0.081,0.075,0.075,0.081,0.069,0.075,0.069,0.069,0.081,0.069,0.181,0.1,0.063,0.069,0.056,0.075,0.063,0.05,0.069,0.106,0.1,0.075,0.081,0.075,0.063,0.075,0.063,0.063,0.069,0.063,0.069,0.075,0.181,0.338,0.675,0.738,0.556,0.319,0.2,0.181,0.263,0.456,0.6,0.819
6001260509,7625,Consumption,14/2/20,No,0.113,0.1,0.1,0.088,0.1,0.125,0.131,0.113,0.094,0.113,0.094,0.113,0.075,0.106,0.163,0.1,0.1,0.088,0.325,0.237,0.169,0.181,0.15,0.175,0.181,0.094,0.275,0.094,0.075,0.081,0.106,0.094,0.181,0.144,0.131,0.331,0.231,0.219,1.031,0.45,0.287,0.181,0.225,0.156,0.15,0.369,0.269,0.212
6001260509,7625,Consumption,15/2/20,No,0.225,0.231,0.469,0.544,0.406,0.094,0.094,0.069,0.094,0.081,0.081,0.094,0.075,0.088,0.094,0.1,0.094,0.106,0.125,1,0.106,0.094,0.063,0.094,0.088,0.069,0.094,0.056,0.081,0.081,0.05,0.094,0.063,0.069,0.094,0.05,0.113,0.094,0.075,0.481,0.2,0.231,0.15,0.2,0.306,0.169,0.175,0.15
6001260509,7625,Consumption,16/2/20,No,0.1,0.212,0.075,0.063,0.063,0.088,0.056,0.088,0.138,0.106,0.081,0.075,0.069,0.1,0.094,0.063,0.081,0.294,0.425,0.144,0.431,0.075,0.256,0.181,0.163,0.106,0.1,0.081,0.075,0.056,0.106,0.225,0.156,0.163,0.144,0.281,0.212,0.225,0.144,0.188,0.119,0.138,0.144,0.138,0.125,0.169,0.688,0.95
6001260509,7625,Consumption,17/2/20,No,0.369,0.1,0.075,0.063,0.075,0.05,0.069,0.063,0.05,0.075,0.056,0.069,0.063,0.15,0.669,0.094,0.075,0.063,0.1,0.075,0.05,0.063,0.069,0.05,0.069,0.056,0.056,0.069,0.05,0.069,0.063,0.056,0.069,0.056,0.063,0.075,0.063,0.438,0.25,0.212,0.244,0.244,0.119,0.225,0.2,0.206,0.237,1.169
6001260509,7625,Consumption,18/2/20,No,0.881,1.075,0.475,0.163,0.069,0.094,0.094,0.069,0.106,0.081,0.075,0.088,0.063,0.075,0.694,0.144,0.069,0.05,0.113,0.069,0.056,0.069,0.056,0.069,0.056,0.056,0.069,0.056,0.063,0.069,0.05,0.075,0.05,0.063,0.063,0.056,0.069,0.713,0.563,0.169,0.1,0.206,0.163,0.2,0.206,0.412,0.256,0.175
6001260509,7625,Consumption,19/2/20,No,0.2,0.1,0.1,0.063,0.094,0.075,0.069,0.063,0.088,0.05,0.094,0.05,0.081,0.069,0.925,0.175,0.125,0.063,0.081,0.075,0.075,0.056,0.075,0.056,0.069,0.056,0.069,0.063,0.069,0.056,0.075,0.106,0.088,0.063,0.088,0.119,0.125,0.075,0.381,0.138,0.25,0.256,0.138,0.344,0.138,0.156,0.194,0.281
6001260509,7625,Consumption,20/2/20,No,0.419,0.575,0.319,0.538,0.081,0.056,0.069,0.056,0.069,0.056,0.063,0.056,0.069,0.681,0.331,0.125,0.05,0.075,0.044,0.069,0.05,0.069,0.05,0.1,0.075,0.069,0.05,0.069,0.044,0.069,0.05,0.075,0.044,0.075,0.044,0.075,0.188,0.169,0.119,0.106,0.1,0.119,0.138,0.206,0.369,0.225,0.294,0.369
6001260509,7625,Consumption,21/2/20,No,0.619,0.419,0.381,0.088,0.069,0.063,0.088,0.05,0.075,0.069,0.063,0.075,0.056,0.063,0.688,0.2,0.212,0.044,0.063,0.05,0.075,0.044,0.069,0.044,0.069,0.05,0.069,0.094,0.081,0.069,0.075,0.069,0.1,0.431,0.131,0.069,0.287,0.325,0.212,0.088,0.125,0.206,0.212,0.119,0.256,0.275,0.356,0.844
6001260509,7625,Consumption,22/2/20,No,0.344,0.119,0.531,0.438,0.675,0.106,0.106,0.069,0.088,0.069,0.1,0.1,0.05,0.094,0.038,0.088,0.056,0.081,0.825,0.056,0.094,0.1,0.138,0.138,0.169,0.263,0.731,0.331,0.769,0.669,0.319,0.256,0.331,0.988,0.331,0.838,0.25,0.263,0.219,0.206,0.338,0.438,0.406,0.362,0.206,0.175,0.194,0.138
6001260509,7625,Consumption,23/2/20,No,0.081,0.544,0.419,0.469,0.081,0.056,0.069,0.05,0.069,0.056,0.069,0.05,0.069,0.05,0.063,0.05,0.063,0.056,0.15,0.819,0.069,0.056,0.525,0.125,0.081,0.05,0.269,0.069,0.813,0.644,0.638,0.388,0.15,0.169,0.237,0.113,0.106,0.075,0.169,0.194,0.175,0.188,0.169,0.237,0.269,0.244,0.338,0.125
6001260509,7625,Consumption,24/2/20,No,0.094,0.094,0.1,0.081,0.094,0.069,0.088,0.094,0.1,0.1,0.075,0.125,0.113,0.75,0.106,0.113,0.05,0.081,0.05,0.081,0.075,0.131,0.1,0.056,0.069,0.056,0.056,0.069,0.05,0.069,0.063,0.056,0.069,0.05,0.063,0.056,0.063,0.231,0.081,0.138,0.15,0.219,0.125,0.163,0.219,0.244,0.175,0.194
6001260509,7625,Consumption,25/2/20,No,0.375,0.525,0.556,0.088,0.081,0.069,0.075,0.081,0.063,0.094,0.106,0.081,0.069,0.65,0.163,0.063,0.056,0.063,0.05,0.075,0.05,0.056,0.063,0.05,0.069,0.056,0.063,0.063,0.05,0.069,0.056,0.063,0.063,0.05,0.063,0.069,0.056,0.2,0.263,0.163,0.113,0.219,0.2,0.169,0.188,0.444,0.538,0.638
6001260509,7625,Consumption,26/2/20,No,0.119,0.088,0.069,0.081,0.088,0.063,0.056,0.069,0.056,0.094,0.075,0.081,0.05,0.7,0.125,0.075,0.081,0.044,0.075,0.05,0.069,0.056,0.063,0.056,0.063,0.056,0.056,0.063,0.05,0.069,0.05,0.069,0.044,0.069,0.05,0.069,0.088,0.181,0.181,0.113,0.15,0.175,0.119,0.219,0.319,0.206,0.15,0.631
6001260509,7625,Consumption,27/2/20,No,0.581,0.219,0.063,0.069,0.056,0.106,0.056,0.063,0.05,0.063,0.05,0.056,0.056,0.5,0.256,0.194,0.063,0.044,0.063,0.044,0.075,0.069,0.081,0.044,0.069,0.044,0.069,0.044,0.063,0.044,0.069,0.05,0.063,0.056,0.056,0.056,0.281,0.081,0.094,0.119,0.125,0.15,0.144,0.15,0.169,0.219,0.188,0.8
6001260509,7625,Consumption,28/2/20,No,0.287,0.525,0.069,0.094,0.081,0.069,0.063,0.063,0.056,0.069,0.056,0.069,0.05,0.081,0.138,0.1,0.119,0.081,0.294,0.544,0.263,0.181,0.144,0.175,0.131,0.081,0.056,0.269,0.081,0.075,0.063,0.094,0.05,0.081,0.1,0.088,0.237,0.25,0.15,0.125,0.069,0.219,0.131,0.15,0.194,0.3,0.225,0.2
6001260509,7625,Consumption,29/2/20,No,0.175,0.75,0.319,0.494,0.075,0.075,0.069,0.069,0.069,0.069,0.063,0.069,0.069,0.069,0.069,0.063,0.094,0.088,0.088,0.119,0.856,0.175,0.119,0.1,0.1,0.075,0.069,0.069,0.063,0.075,0.063,0.075,0.056,0.075,0.063,0.075,0.063,0.069,0.069,0.05,0.075,0.113,0.075,0.081,0.056,0.081,0.063,0.131
6001260509,7625,Consumption,1/3/20,No,0.362,0.081,0.069,0.063,0.063,0.069,0.056,0.069,0.063,0.069,0.069,0.056,0.069,0.05,0.069,0.056,0.069,0.056,0.619,0.469,0.125,0.113,0.094,0.35,0.563,0.313,0.4,0.113,0.225,0.156,0.169,0.231,0.638,0.913,0.281,0.319,0.094,0.175,0.206,0.138,0.281,0.231,0.281,0.2,0.256,0.25,0.163,0.212
6001260509,7625,Consumption,2/3/20,No,0.325,0.081,0.1,0.056,0.1,0.069,0.075,0.075,0.063,0.081,0.063,0.069,0.15,0.206,0.263,0.15,0.088,0.1,0.088,0.075,0.069,0.063,0.069,0.088,0.1,0.063,0.075,0.05,0.075,0.05,0.081,0.05,0.075,0.056,0.069,0.063,0.063,0.344,0.088,0.113,0.088,0.125,0.231,0.144,0.2,0.231,0.231,0.169
6001260509,7625,Consumption,3/3/20,No,0.287,0.394,0.738,0.081,0.044,0.075,0.05,0.069,0.05,0.069,0.05,0.069,0.044,0.069,0.25,0.138,0.044,0.063,0.05,0.056,0.056,0.05,0.063,0.05,0.056,0.056,0.056,0.063,0.125,0.088,0.069,0.05,0.069,0.05,0.063,0.056,0.063,0.063,0.287,0.287,0.1,0.119,0.106,0.175,0.138,0.194,0.188,0.225
6001260509,7625,Consumption,4/3/20,No,0.731,0.369,0.431,0.081,0.05,0.069,0.05,0.069,0.05,0.106,0.075,0.063,0.081,0.219,0.756,0.131,0.113,0.056,0.056,0.056,0.056,0.056,0.056,0.063,0.056,0.056,0.063,0.056,0.063,0.056,0.081,0.094,0.069,0.05,0.075,0.044,0.075,0.25,0.2,0.206,0.231,0.125,0.125,0.144,0.325,0.25,0.138,0.6
6001260509,7625,Consumption,5/3/20,No,0.212,0.575,0.063,0.069,0.056,0.063,0.063,0.063,0.063,0.056,0.063,0.056,0.063,0.325,0.463,0.206,0.075,0.05,0.069,0.056,0.081,0.088,0.081,0.05,0.075,0.05,0.069,0.056,0.063,0.056,0.063,0.063,0.056,0.063,0.056,0.119,0.231,0.119,0.156,0.212,0.169,0.131,0.35,0.125,0.2,0.237,0.138,0.181
6001260509,7625,Consumption,6/3/20,No,0.25,0.113,0.081,0.069,0.063,0.063,0.063,0.056,0.063,0.056,0.063,0.056,0.056,0.056,0.656,0.075,0.081,0.144,0.156,0.244,0.15,0.15,0.219,0.188,0.156,0.15,0.088,0.075,0.081,0.069,0.156,0.131,0.406,0.194,0.2,0.356,0.156,0.344,0.3,0.194,0.263,0.144,0.169,0.175,0.119,0.194,0.163,0.319
6001260509,7625,Consumption,7/3/20,No,0.544,0.794,0.069,0.081,0.05,0.075,0.05,0.075,0.056,0.063,0.056,0.063,0.056,0.063,0.088,0.081,0.081,0.225,0.194,0.05,0.113,0.05,0.075,0.05,0.063,0.05,0.069,0.05,0.069,0.05,0.069,0.05,0.069,0.069,0.069,0.269,0.081,0.138,0.163,0.275,0.125,0.144,0.131,0.181,0.131,0.231,0.269,0.181
6001260509,7625,Consumption,8/3/20,No,0.256,0.6,0.75,0.075,0.081,0.056,0.075,0.05,0.075,0.056,0.075,0.063,0.063,0.063,0.063,0.056,0.069,0.063,0.875,0.075,0.581,0.3,0.263,0.212,0.85,0.7,0.669,0.388,0.063,0.081,0.069,0.075,0.069,0.075,0.081,0.063,0.075,0.05,0.069,0.081,0.1,0.069,0.05,0.069,0.163,0.319,0.244,0.306
6001260509,7625,Consumption,9/3/20,No,0.1,0.05,0.075,0.05,0.075,0.044,0.075,0.044,0.069,0.05,0.069,0.044,0.069,0.044,0.069,0.044,0.069,0.056,0.056,0.7,0.2,0.088,0.212,0.125,0.138,0.237,0.081,0.15,0.088,0.069,0.144,0.188,0.194,0.194,0.738,0.475,0.719,0.131,0.088,0.081,0.175,0.169,0.225,0.25,0.225,0.2,0.156,0.269
6001260509,7625,Consumption,10/3/20,No,0.544,0.388,0.381,0.069,0.056,0.063,0.05,0.056,0.063,0.05,0.063,0.044,0.069,0.519,0.219,0.088,0.088,0.081,0.05,0.069,0.05,0.063,0.044,0.069,0.044,0.063,0.05,0.069,0.044,0.069,0.044,0.069,0.05,0.063,0.063,0.056,0.056,0.237,0.212,0.119,0.094,0.119,0.106,0.125,0.138,0.231,0.256,0.163
6001260509,7625,Consumption,11/3/20,No,0.344,0.081,0.05,0.069,0.05,0.056,0.063,0.044,0.081,0.05,0.069,0.05,0.069,0.444,0.394,0.106,0.05,0.056,0.056,0.063,0.05,0.063,0.05,0.069,0.044,0.094,0.069,0.069,0.056,0.063,0.05,0.063,0.05,0.056,0.056,0.056,0.063,0.094,0.331,0.113,0.119,0.156,0.15,0.169,0.181,0.219,0.244,0.331
6001260509,7625,Consumption,12/3/20,No,0.294,0.319,0.1,0.069,0.081,0.063,0.081,0.069,0.063,0.081,0.063,0.075,0.069,0.05,0.075,1.281,0.375,0.675,0.063,0.125,0.056,0.075,0.069,0.081,0.156,0.1,0.081,0.069,0.069,0.075,0.063,0.075,0.075,0.069,0.081,0.069,0.225,0.088,0.063,0.119,0.113,0.081,0.131,0.163,1.013,0.619,0.294,0.212
6001260509,7625,Consumption,13/3/20,No,0.3,0.756,0.419,0.388,0.088,0.069,0.063,0.075,0.056,0.081,0.063,0.063,0.069,0.05,0.088,0.094,0.056,0.063,0.106,0.094,0.063,0.156,0.075,0.063,0.081,0.169,0.075,0.069,0.063,0.081,0.069,0.069,0.081,0.144,0.263,0.113,0.275,0.294,0.125,0.156,0.294,0.15,0.188,0.138,0.194,0.2,0.175,0.188
6001260509,7625,Consumption,14/3/20,No,0.525,0.669,0.469,0.088,0.05,0.075,0.05,0.075,0.05,0.075,0.056,0.069,0.05,0.063,0.044,0.063,0.056,0.056,0.1,0.056,0.675,0.063,0.069,0.1,0.35,0.15,0.106,0.119,0.169,0.081,0.175,0.088,0.075,0.069,0.094,0.069,0.206,0.088,0.163,0.169,0.131,0.1,0.1,0.056,0.094,0.069,0.069,0.075
6001260509,7625,Consumption,15/3/20,No,0.287,0.131,0.138,0.481,0.738,0.1,0.088,0.075,0.056,0.081,0.044,0.063,0.05,0.075,0.05,0.069,0.044,0.063,0.056,0.056,0.581,0.406,0.069,0.063,0.181,0.263,0.275,0.088,0.069,0.044,0.081,0.119,0.175,0.15,0.175,0.175,0.181,0.113,0.244,0.194,0.244,0.181,0.131,0.119,0.188,0.181,0.131,0.106
6001260509,7625,Consumption,16/3/20,No,0.094,0.613,0.294,0.781,0.1,0.069,0.075,0.056,0.063,0.069,0.056,0.069,0.063,0.638,0.362,0.113,0.1,0.119,0.056,0.244,0.075,0.069,0.05,0.063,0.081,0.044,0.2,0.056,0.069,0.094,0.1,0.1,0.15,0.081,0.075,0.069,0.069,0.225,0.131,0.181,0.181,0.175,0.138,0.138,0.144,0.2,0.169,0.163
6001260509,7625,Consumption,17/3/20,No,0.325,0.106,0.056,0.075,0.1,0.088,0.088,0.056,0.075,0.069,0.056,0.069,0.056,0.069,0.063,0.219,0.075,0.331,0.45,0.056,0.063,0.063,0.2,0.194,0.181,0.131,0.088,0.069,0.075,0.131,0.525,0.756,0.069,0.088,0.206,0.075,0.063,0.7,0.644,0.169,0.15,0.188,0.294,0.225,0.287,0.113,0.2,0.263
6001260509,7625,Consumption,18/3/20,No,0.181,0.475,0.394,0.688,0.063,0.081,0.05,0.069,0.056,0.063,0.063,0.063,0.063,0.05,0.069,0.05,0.225,0.088,0.219,0.113,0.075,0.081,0.081,0.075,0.075,0.163,0.056,0.106,0.075,0.1,0.081,0.088,0.175,0.119,0.075,0.069,0.081,0.188,0.25,0.156,0.169,0.181,0.131,0.106,0.2,0.113,0.169,0.263
6001260509,7625,Consumption,19/3/20,No,0.638,0.763,0.088,0.094,0.069,0.075,0.075,0.069,0.075,0.069,0.075,0.063,0.081,0.063,0.081,0.212,0.119,0.063,0.075,0.163,0.075,0.075,0.081,0.088,0.075,0.119,0.063,0.088,0.081,0.1,0.075,0.081,0.088,0.081,0.231,0.094,0.1,0.212,0.3,0.194,0.225,0.169,0.25,0.287,0.113,0,0.206,0.25
6001260509,7625,Consumption,20/3/20,No,0.175,0.425,0.525,0.525,0.094,0.088,0.069,0.075,0.081,0.075,0.075,0.075,0.075,0.044,0.075,0.044,0.225,0.1,0.131,0.069,0.225,0.181,0.094,0.1,0.106,0.075,0.05,0.069,0.088,0.081,0.075,0.219,0.075,0.069,0.081,0.069,0.119,0.194,0.338,0.294,0.212,0.206,0.237,0.225,0.287,0.25,0.369,0.613
6001260509,7625,Consumption,21/3/20,No,0.675,0.3,0.069,0.069,0.056,0.075,0.063,0.056,0.069,0.056,0.063,0.069,0.05,0.069,0.056,0.056,0.069,0.056,0.069,0.056,0.225,0.088,0.069,0.138,0.438,0.3,0.319,0.113,0.094,0.056,0.075,0.069,0.156,0.7,0.556,0.475,0.231,0.156,0.513,0.244,0.281,0.212,0.263,0.219,0.2,0.181,0.256,0.344
6001260509,7625,Consumption,22/3/20,No,0.775,0.225,0.781,0.094,0.081,0.069,0.056,0.075,0.056,0.069,0.063,0.063,0.069,0.05,0.069,0.05,0.069,0.063,0.063,0.069,0.225,0.069,0.056,0.206,0.431,0.244,0.106,0.069,0.075,0.063,0.063,0.231,0.175,0.175,0.15,0.237,0.088,0.131,0.225,0.194,0.212,0.163,0.225,0.231,0.244,0.25,0.356,0.181
6001260509,7625,Consumption,23/3/20,No,0.188,0.263,0.425,0.763,0.063,0.069,0.056,0.075,0.094,0.081,0.056,0.075,0.05,0.069,0.056,0.1,0.231,0.65,0.056,0.588,0.119,0.094,0.188,0.063,0.106,0.075,0.15,0.081,0.069,0.069,0.044,0.15,0.056,0.081,0.063,0.088,0.094,0.244,0.263,0.263,0.212,0.181,0.169,0.138,0.106,0.081,0.206,0.819
6001260509,7625,Consumption,24/3/20,No,0.638,0.237,0.069,0.056,0.069,0.056,0.069,0.05,0.069,0.044,0.069,0.05,0.069,0.05,0.063,0.056,0.237,0.313,0.513,0.113,0.081,0.075,0.306,0.188,0.088,0.1,0.069,0.094,0.094,0.181,0.094,0.094,0.081,0.088,0.088,0.075,0.194,0.119,0.331,0.206,0.244,0.463,0.45,0.331,0.875,0.888,0.931,0.388
6001260509,7625,Consumption,25/3/20,No,0.225,0.219,0.706,0.75,0.131,0.1,0.088,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.069,0.237,0.131,0.75,0.144,0.1,0.125,0.1,0.125,0.113,0.294,0.1,0.081,0.094,0.075,0.1,0.081,0.1,0.219,0.113,0.125,0.169,0.15,0.256,0.244,0.231,0.169,0.144,0.156,0.169,0.269,0.194,0.219,0.331
6001260509,7625,Consumption,26/3/20,No,0.525,0.756,0.1,0.075,0.088,0.069,0.094,0.094,0.163,0.106,0.088,0.069,0.088,0.063,0.088,0.106,0.263,0.106,0.688,0.175,0.1,0.1,0.069,0.1,0.088,0.106,0.275,0.1,0.075,0.106,0.1,0.081,0.231,0.081,0.119,0.088,0.094,0.35,0.156,0.138,0.244,0.313,0.256,0.163,0.25,0.188,0.694,0.388
6001260509,7625,Consumption,27/3/20,No,0.788,0.094,0.081,0.081,0.075,0.088,0.069,0.094,0.069,0.088,0.069,0.088,0.063,0.088,0.069,0.088,0.219,0.094,0.688,0.094,0.081,0.081,0.069,0.125,0.088,0.419,0.1,0.081,0.088,0.081,0.088,0.075,0.088,0.2,0.156,0.088,0.175,0.281,0.263,0.237,0.206,0.219,0.225,0.237,0.206,0.206,0.212,0.175
6001260509,7625,Consumption,28/3/20,No,0.219,0.338,0.544,0.644,0.1,0.081,0.088,0.069,0.088,0.063,0.088,0.075,0.069,0.081,0.069,0.081,0.063,0.094,0.294,0.206,0.125,0.075,0.088,0.075,0.113,0.125,0.306,0.188,0.113,0.119,0.063,0.106,0.094,0.131,0.275,0.1,0.119,0.119,0.306,0.169,0.256,0.269,0.25,0.244,0.275,0.231,0.181,0.225
6001260509,7625,Consumption,29/3/20,No,0.225,0.194,0.219,0.5,0.538,0.481,0.081,0.094,0.081,0.088,0.081,0.075,0.094,0.075,0.088,0.081,0.075,0.088,0.225,0.794,0.425,0.138,0.338,0.244,0.088,0.212,0.188,0.244,0.119,0.119,0.181,0.219,0.194,0.15,0.131,0.081,0.094,0.131,0.106,0.369,0.212,0.156,0.269,0.237,0.225,0.212,0.388,0.644
6001260509,7625,Consumption,30/3/20,No,0.244,0.756,0.094,0.088,0.125,0.1,0.1,0.075,0.088,0.075,0.088,0.081,0.075,0.081,0.069,0.088,0.219,0.806,0.081,0.113,0.163,0.081,0.069,0.094,0.088,0.125,0.113,0.113,0.1,0.181,0.138,0.094,0.088,0.088,0.163,0.094,0.194,0.119,0.212,0.35,0.194,0.138,0.237,0.156,0.319,0.212,0.181,0.2
6001260509,7625,Consumption,31/3/20,No,0.125,0.638,0.613,0.275,0.113,0.094,0.069,0.094,0.063,0.088,0.063,0.088,0.063,0.088,0.063,0.344,0.088,0.881,0.1,0.1,0.081,0.094,0.094,0.081,0.163,0.1,0.138,0.1,0.256,0.144,0.144,0.237,0.144,0.094,0.106,0.075,0.094,0.344,0.362,0.375,0.2,0.237,0.2,0.156,0.175,0.306,0.169,0.206
6001260509,7625,Consumption,1/4/20,No,0.3,0.5,0.763,0.1,0.081,0.088,0.075,0.088,0.069,0.119,0.094,0.081,0.075,0.081,0.069,0.237,0.081,0.644,0.144,0.1,0.075,0.081,0.069,0.088,0.075,0.106,0.2,0.088,0.075,0.069,0.081,0.088,0.25,0.081,0.156,0.081,0.256,0.131,0.163,0.256,0.306,0.2,0.212,0.325,0.231,0.156,0.219,0.294
6001260509,7625,Consumption,2/4/20,No,0.212,0.6,0.525,0.438,0.088,0.081,0.081,0.075,0.094,0.075,0.1,0.106,0.106,0.075,0.088,0.231,0.1,0.756,0.138,0.181,0.15,0.1,0.138,0.088,0.088,0.138,0.169,0.1,0.088,0.1,0.094,0.113,0.094,0.106,0.225,0.169,0.287,0.331,0.237,0.219,0.15,0.15,0.156,0.194,0.275,0.281,0.231,0.2
6001260509,7625,Consumption,3/4/20,No,0.113,0.706,0.188,0.744,0.094,0.081,0.081,0.069,0.088,0.069,0.081,0.069,0.081,0.069,0.081,0.138,0.194,0.813,0.113,0.144,0.1,0.1,0.1,0.081,0.081,0.119,0.163,0.075,0.094,0.144,0.088,0.094,0.075,0.244,0.094,0.2,0.913,0.656,0.544,0.212,0.125,0.163,0.188,0.219,0.319,0.338,0.219,0.169
6001260509,7625,Consumption,4/4/20,No,0.206,0.231,0.756,0.219,0.731,0.113,0.05,0.094,0.069,0.069,0.088,0.044,0.081,0.063,0.063,0.069,0.069,0.056,0.113,0.081,0.169,0.275,0.169,0.094,0.688,0.412,0.156,0.088,0.163,0.131,0.113,0.113,0.263,0.081,0.237,0.275,0.156,0.163,0.206,0.131,0.15,0.156,0.144,0.188,0.256,0.212,0.212,0.263
6001260509,7625,Consumption,5/4/20,No,0.906,0.106,0.769,0.075,0.1,0.138,0.044,0.069,0.044,0.069,0.05,0.05,0.063,0.044,0.075,0.05,0.075,0.281,0.188,0.181,0.106,0.088,0.056,0.075,0.888,0.575,0.406,0.206,0.106,0.094,0.069,0.088,0.081,0.263,0.1,0.181,0.269,0.319,0.275,0.369,0.175,0.406,0.656,0.275,0.225,0.237,0.275,0.719
