NMI,METER SERIAL NUMBER,CON/GEN,DATE,ESTIMATED?,00:00 - 00:30,00:30 - 01:00,01:00 - 01:30,01:30 - 02:00,02:00 - 02:30,02:30 - 03:00,03:00 - 03:30,03:30 - 04:00,04:00 - 04:30,04:30 - 05:00,05:00 - 05:30,05:30 - 06:00,06:00 - 06:30,06:30 - 07:00,07:00 - 07:30,07:30 - 08:00,08:00 - 08:30,08:30 - 09:00,09:00 - 09:30,09:30 - 10:00,10:00 - 10:30,10:30 - 11:00,11:00 - 11:30,11:30 - 12:00,12:00 - 12:30,12:30 - 13:00,13:00 - 13:30,13:30 - 14:00,14:00 - 14:30,14:30 - 15:00,15:00 - 15:30,15:30 - 16:00,16:00 - 16:30,16:30 - 17:00,17:00 - 17:30,17:30 - 18:00,18:00 - 18:30,18:30 - 19:00,19:00 - 19:30,19:30 - 20:00,20:00 - 20:30,20:30 - 21:00,21:00 - 21:30,21:30 - 22:00,22:00 - 22:30,22:30 - 23:00,23:00 - 23:30,23:30 - 00:00
6001260509,7625,Consumption,6/4/20,No,0.181,0.725,0.094,0.063,0.069,0.063,0.063,0.069,0.063,0.063,0.063,0.056,0.056,0.056,0.063,0.225,0.106,0.825,0.2,0.094,0.156,0.563,0.131,0.119,0.075,0.25,0.063,0.088,0.081,0.088,0.081,0.094,0.212,0.081,0.094,0.081,0.188,0.138,0.269,0.394,0.281,0.163,0.169,0.125,0.138,0.125,0.206,0.231
6001260509,7625,Consumption,7/4/20,No,0.881,0.644,0.356,0.081,0.088,0.075,0.081,0.075,0.088,0.069,0.081,0.069,0.081,0.069,0.081,0.225,0.081,0.581,0.3,0.075,0.4,0.131,0.081,0.081,0.075,0.225,0.063,0.1,0.056,0.088,0.063,0.1,0.063,0.287,0.131,0.237,0.4,0.281,0.15,0.375,0.369,0.575,0.2,0.2,0.294,0.2,0.394,0.525
6001260509,7625,Consumption,8/4/20,No,0.744,0.075,0.081,0.063,0.081,0.063,0.081,0.063,0.081,0.063,0.088,0.113,0.088,0.063,0.081,0.144,0.175,0.7,0.181,0.075,0.125,0.15,0.081,0.088,0.075,0.138,0.081,0.1,0.106,0.125,0.106,0.094,0.094,0.069,0.156,0.144,0.25,0.688,0.175,0.131,0.125,0.294,0.144,0.219,0.219,0.206,0.169,0.725
6001260509,7625,Consumption,9/4/20,No,0.494,0.406,0.081,0.113,0.1,0.069,0.081,0.063,0.081,0.063,0.081,0.063,0.081,0.056,0.081,0.219,0.075,0.244,0.144,0.581,0.075,0.275,0.175,0.35,0.269,0.138,0.088,0.175,0.119,0.081,0.088,0.081,0.075,0.613,0.625,0.325,0.125,0.287,0.169,0.319,0.206,0.125,0.394,0.131,0.206,0.256,0.2,0.356
6001260509,7625,Consumption,10/4/20,No,0.194,0.175,0.575,0.525,0.369,0.1,0.075,0.088,0.081,0.081,0.081,0.075,0.081,0.075,0.081,0.075,0.244,0.081,0.131,0.281,0.188,0.244,0.088,0.094,0.088,0.2,0.088,0.2,0.094,0.075,0.369,0.081,0.088,0.1,0.075,0.188,0.394,0.181,0.281,0.244,0.212,0.188,0.306,0.231,0.281,0.244,0.188,0.188
6001260509,7625,Consumption,11/4/20,No,0.194,0.725,0.688,0.231,0.094,0.081,0.081,0.094,0.069,0.094,0.063,0.088,0.063,0.081,0.063,0.081,0.063,0.2,0.15,0.106,0.144,0.088,0.075,0.106,0.194,0.219,0.313,0.2,0.3,0.181,0.106,0.631,0.325,0.75,1,0.719,0.638,0.675,0.713,0.206,0.225,0.25,0.281,0.225,0.394,0.194,0.188,0.138
6001260509,7625,Consumption,12/4/20,No,0.244,0.494,0.725,0.094,0.075,0.081,0.094,0.063,0.106,0.063,0.088,0.081,0.063,0.094,0.113,0.144,0.113,0.212,0.575,0.563,0.269,0.625,0.575,0.65,0.313,0.2,0.138,0.181,0.563,0.194,0.169,0.181,0.1,0.156,0.188,0.225,0.369,0.4,0.306,0.269,0.25,0.231,0.169,0.188,0.588,0.163,0.181,0.306
6001260509,7625,Consumption,13/4/20,No,0.775,0.669,0.381,0.131,0.094,0.088,0.094,0.094,0.169,0.1,0.088,0.081,0.081,0.069,0.094,0.056,0.075,0.063,0.081,0.3,0.244,0.119,0.125,0.106,0.244,0.113,0.181,0.15,0.081,0.144,0.081,0.088,0.081,0.219,0.125,0.119,0.15,0.125,0.237,0.237,0.419,0.244,0.194,0.275,0.2,0.194,0.194,0.188
6001260509,7625,Consumption,14/4/20,No,0.263,0.669,0.194,0.694,0.081,0.113,0.094,0.075,0.088,0.063,0.081,0.056,0.088,0.063,0.081,0.231,0.119,0.15,0.65,0.169,0.088,0.081,0.088,0.081,0.088,0.362,0.169,0.131,0.15,0.281,0.063,0.088,0.081,0.156,0.131,0.163,0.156,0.206,0.231,0.231,0.237,0.275,0.3,0.244,0.263,0.325,0.256,0.225
6001260509,7625,Consumption,15/4/20,No,0.362,0.569,0.769,0.094,0.088,0.069,0.094,0.069,0.088,0.075,0.081,0.075,0.081,0.075,0.119,0.263,0.181,0.781,0.088,0.231,0.125,0.088,0.144,0.1,0.175,0.169,0.1,0.075,0.1,0.081,0.106,0.088,0.081,0.256,0.131,0.156,0.212,0.231,0.244,0.338,0.225,0.212,0.4,0.275,0.275,0.188,0.2,0.4
6001260509,7625,Consumption,16/4/20,No,0.694,0.506,0.088,0.088,0.119,0.106,0.081,0.081,0.081,0.069,0.094,0.063,0.088,0.075,0.081,0.281,0.181,0.744,0.138,0.119,0.088,0.2,0.294,0.113,0.106,0.106,0.075,0.081,0.094,0.075,0.094,0.081,0.206,0.125,0.106,0.231,0.287,0.5,0.469,0.388,0.306,0.294,0.225,0.212,0.294,0.225,0.225,0.731
6001260509,7625,Consumption,17/4/20,No,0.306,0.738,0.119,0.106,0.094,0.063,0.088,0.063,0.081,0.069,0.081,0.063,0.081,0.056,0.263,0.094,0.231,0.181,0.1,0.069,0.088,0.194,0.094,0.075,0.094,0.15,0.088,0.081,0.075,0.1,0.237,0.125,0.088,0.094,0.075,0.156,0.275,0.344,0.219,0.163,0.194,0.113,0.2,0.181,0.212,0.225,0.2,0.181
6001260509,7625,Consumption,18/4/20,No,0.419,0.631,0.825,0.075,0.088,0.063,0.075,0.063,0.075,0.063,0.075,0.063,0.081,0.056,0.081,0.069,0.144,0.294,0.556,0.075,0.069,0.094,0.069,0.088,0.2,0.194,0.294,0.175,0.125,0.1,0.075,0.075,0.094,0.106,0.375,0.219,0.175,0.194,0.494,0.244,0.163,0.181,0.138,0.163,0.331,0.244,0.25,0.2
6001260509,7625,Consumption,19/4/20,No,0.325,0.7,0.625,0.244,0.075,0.063,0.063,0.063,0.063,0.063,0.063,0.056,0.056,0.063,0.056,0.063,0.056,0.244,0.088,0.088,0.138,0.125,0.15,0.144,0.806,0.513,0.069,0.344,0.219,0.1,0.069,0.05,0.069,0.05,0.225,0.425,0.113,0.169,0.25,0.194,0.225,0.194,0.425,0.244,0.237,0.194,0.181,0.188
6001260509,7625,Consumption,20/4/20,No,0.875,0.113,0.819,0.088,0.075,0.063,0.063,0.063,0.056,0.069,0.05,0.069,0.056,0.063,0.169,0.125,0.519,0.606,0.075,0.1,0.163,0.113,0.081,0.156,0.113,0.144,0.088,0.088,0.131,0.075,0.069,0.088,0.156,0.119,0.113,0.075,0.294,0.313,0.244,0.219,0.313,0.444,0.169,0.2,0.294,0.212,0.181,0.763
6001260509,7625,Consumption,21/4/20,No,0.25,0.763,0.075,0.081,0.063,0.069,0.063,0.075,0.063,0.069,0.063,0.063,0.069,0.056,0.244,0.063,0.138,0.206,0.594,0.194,0.194,0.094,0.069,0.131,0.069,0.181,0.063,0.081,0.069,0.081,0.081,0.081,0.156,0.081,0.081,0.1,0.263,0.106,0.362,0.231,0.287,0.287,0.256,0.175,0.219,0.188,0.194,0.188
6001260509,7625,Consumption,22/4/20,No,0.788,0.438,0.588,0.094,0.088,0.063,0.094,0.063,0.088,0.075,0.069,0.075,0.081,0.056,0.256,0.081,0.25,0.744,0.088,0.212,0.1,0.088,0.088,0.056,0.088,0.206,0.081,0.056,0.075,0.081,0.081,0.075,0.075,0.212,0.1,0.1,0.212,0.231,0.206,0.225,0.362,0.313,0.256,0.206,0.344,0.188,0.194,0.181
6001260509,7625,Consumption,23/4/20,No,0.325,0.669,0.5,0.388,0.094,0.056,0.075,0.063,0.075,0.063,0.075,0.063,0.069,0.069,0.069,0.388,0.825,0.113,0.088,0.188,0.081,0.106,0.069,0.088,0.219,0.125,0.063,0.1,0.075,0.081,0.075,0.075,0.181,0.125,0.119,0.106,0.95,0.181,0.275,0.2,0.2,0.306,0.225,0.275,0.231,0.219,0.212,0.481
6001260509,7625,Consumption,24/4/20,No,0.394,0.738,0.094,0.075,0.081,0.075,0.075,0.081,0.069,0.081,0.069,0.138,0.075,0.075,0.256,0.581,0.131,0.3,0.1,0.181,0.081,0.1,0.081,0.094,0.088,0.2,0.094,0.1,0.094,0.094,0.088,0.1,0.15,0.081,0.138,0.156,0.237,0.131,0.269,0.206,0.237,0.269,0.25,0.306,0.219,0.25,0.225,0.206
6001260509,7625,Consumption,25/4/20,No,0.694,0.756,0.362,0.081,0.113,0.1,0.081,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.088,0.119,0.081,0.081,0.394,0.094,0.088,0.094,0.069,0.306,0.313,0.119,0.175,0.088,0.069,0.306,0.081,0.231,0.1,0.131,0.144,0.638,0.45,0.156,0.35,0.3,0.287,0.2,0.188,0.169,0.163,0.169,0.188,0.275
6001260509,7625,Consumption,26/4/20,No,0.2,0.206,0.713,0.237,0.75,0.094,0.069,0.094,0.094,0.094,0.075,0.138,0.063,0.081,0.063,0.075,0.063,0.075,0.206,0.075,0.1,0.175,0.075,0.069,0.069,0.063,0.225,0.369,0.175,0.175,0.125,0.1,0.244,0.219,0.15,0.275,0.206,0.2,0.188,0.25,0.244,0.244,0.256,0.181,0.188,0.269,0.206,0.181
6001260509,7625,Consumption,27/4/20,No,0.306,0.088,0.075,0.075,0.063,0.069,0.05,0.075,0.063,0.075,0.056,0.063,0.063,0.05,0.075,0.237,0.563,1.606,0.256,0.156,0.081,0.15,0.544,0.25,0.075,0.188,0.063,0.106,0.075,0.094,0.069,0.094,0.181,0.1,0.075,0.681,0.638,0.456,0.525,0.494,0.156,0.119,0.15,0.144,0.319,0.206,0.169,0.763
6001260509,7625,Consumption,28/4/20,No,0.331,0.569,0.125,0.1,0.081,0.063,0.088,0.063,0.081,0.069,0.069,0.088,0.056,0.069,0.075,0.231,0.075,0.212,0.206,0.163,0.15,0.081,0.088,0.069,0.2,0.113,0.088,0.081,0.081,0.081,0.075,0.106,0.244,0.144,0.125,0.206,0.163,0.294,0.394,0.212,0.287,0.588,0.169,0.212,0.344,0.206,0.212,0.212
6001260509,7625,Consumption,29/4/20,No,0.719,0.344,0.638,0.094,0.069,0.075,0.081,0.063,0.081,0.063,0.081,0.063,0.081,0.069,0.069,0.094,0.225,0.806,0.188,0.225,0.144,0.113,0.075,0.144,0.094,0.119,0.163,0.15,0.106,0.1,0.113,0.3,0.119,0.113,0.138,0.144,0.144,0.225,0.338,0.188,0.4,0.169,0.169,0.494,0.225,0.281,0.188,0.206
6001260509,7625,Consumption,30/4/20,No,0.394,0.606,0.706,0.144,0.1,0.063,0.069,0.088,0.063,0.075,0.081,0.063,0.075,0.075,0.063,0.244,0.081,0.063,0.225,0.25,0.206,0.094,0.125,0.069,0.244,0.237,0.212,0.075,0.081,0.181,0.075,0.219,0.119,0.119,0.131,0.131,0.35,0.188,0.181,0.338,0.25,0.181,0.575,0.519,0.244,0.188,0.3,0.688
6001260509,7625,Consumption,1/5/20,No,0.487,0.412,0.069,0.063,0.094,0.069,0.069,0.094,0.069,0.069,0.088,0.069,0.113,0.081,0.081,0.231,0.069,0.244,0.169,0.281,0.188,0.081,0.156,0.094,0.081,0.106,0.094,0.106,0.069,0.1,0.175,0.131,0.1,0.1,0.106,0.338,0.237,0.362,0.269,0.1,0.125,0.256,0.456,0.844,0.181,0.212,0.463,0.231
6001260509,7625,Consumption,2/5/20,No,0.394,0.588,0.838,0.075,0.069,0.081,0.069,0.056,0.081,0.075,0.056,0.069,0.075,0.063,0.056,0.081,0.056,0.056,0.306,0.163,0.1,0.106,0.306,0.106,0.088,0.063,0.362,0.094,0.2,0.1,0.281,0.975,1.075,0.8,0.575,0.981,0.75,0.519,0.419,0.438,0.456,0.287,0.45,0.381,0.325,0.181,0.206,0.95
6001260509,7625,Consumption,3/5/20,No,0.425,0.506,0.056,0.081,0.044,0.056,0.05,0.069,0.05,0.044,0.05,0.069,0.044,0.05,0.044,0.075,0.044,0.044,0.05,0.206,0.881,0.05,0.069,0.05,0.181,0.338,0.4,0.412,0.15,0.138,0.106,0.075,0.081,0.181,0.231,0.369,0.244,0.419,0.463,0.3,0.344,0.356,0.263,0.313,0.606,0.212,0.181,0.231
6001260509,7625,Consumption,4/5/20,No,0.638,0.769,0.094,0.094,0.056,0.056,0.088,0.056,0.056,0.081,0.056,0.056,0.056,0.081,0.05,0.281,0.081,0.375,0.094,0.081,0.294,0.056,0.069,0.225,0.163,0.25,0.113,0.075,0.075,0.094,0.056,0.181,0.106,0.188,0.163,0.181,0.313,0.519,0.419,0.281,0.45,0.263,0.294,0.287,0.575,0.4,0.319,0.306
6001260509,7625,Consumption,5/5/20,No,0.381,0.75,0.956,0.256,0.212,0.175,0.175,0.194,0.169,0.175,0.175,0.2,0.175,0.169,0.194,0.169,0.35,0.894,0.3,0.25,0.188,0.194,0.688,0.431,0.106,0.194,0.1,0.088,0.1,0.088,0.069,0.119,0.081,0.056,0.094,0.119,0.294,0.313,0.281,0.506,0.394,0.469,0.244,0.206,0.425,0.206,0.163,0.306
6001260509,7625,Consumption,6/5/20,No,0.631,0.631,0.231,0.081,0.05,0.05,0.075,0.044,0.063,0.063,0.05,0.056,0.063,0.044,0.063,0.063,0.219,0.275,0.069,0.156,0.119,0.063,0.063,0.356,0.294,0.144,0.25,0.156,0.163,0.144,0.119,0.225,0.713,0.769,0.719,0.756,0.15,0.113,0.169,0.231,0.125,0.231,0.419,0.138,0.275,0.256,0.2,0.212
6001260509,7625,Consumption,7/5/20,No,0.838,0.494,0.431,0.106,0.069,0.094,0.069,0.069,0.088,0.063,0.088,0.063,0.069,0.081,0.063,0.088,0.256,0.219,0.188,0.181,0.094,0.144,0.094,0.081,0.138,0.088,0.075,0.081,0.069,0.138,0.075,0.081,0.144,0.113,0.1,0.3,0.313,0.263,0.763,0.175,0.269,0.237,0.175,0.169,0.212,0.338,0.188,0.2
6001260509,7625,Consumption,8/5/20,No,0.306,0.663,0.463,0.463,0.075,0.088,0.069,0.075,0.081,0.113,0.094,0.063,0.069,0.081,0.063,0.25,0.075,0.194,0.15,0.144,0.1,0.306,0.081,0.094,0.119,0.144,0.1,0.119,0.1,0.075,0.244,0.069,0.156,0.106,0.1,1.013,0.513,0.275,0.313,0.175,0.2,0.163,0.212,0.169,0.2,0.287,0.206,0.206
6001260509,7625,Consumption,9/5/20,No,0.2,0.9,0.469,0.412,0.094,0.069,0.094,0.069,0.081,0.075,0.069,0.081,0.069,0.075,0.069,0.063,0.088,0.088,0.287,0.194,0.094,0.106,0.125,0.094,0.113,0.194,0.138,0.1,0.088,0.219,0.119,0.125,0.144,0.163,0.35,0.25,0.306,0.394,0.2,0.156,0.325,0.3,0.169,0.156,0.263,0.319,0.206,0.219
6001260509,7625,Consumption,10/5/20,No,0.35,0.688,0.775,0.169,0.081,0.075,0.094,0.069,0.075,0.075,0.094,0.075,0.075,0.075,0.075,0.088,0.069,0.075,0.075,0.575,0.438,0.094,0.075,0.094,0.081,0.069,0.15,0.356,0.163,0.25,0.1,0.113,0.069,0.088,0.287,0.119,0.138,0.163,0.163,0.225,0.294,0.138,0.131,0.237,0.281,0.188,0.519,0.694
6001260509,7625,Consumption,11/5/20,No,0.713,0.25,0.088,0.069,0.088,0.094,0.069,0.069,0.094,0.069,0.069,0.069,0.088,0.069,0.063,0.256,0.113,0.775,0.331,0.15,0.1,0.063,0.131,0.15,0.194,0.231,0.088,0.075,0.069,0.1,0.069,0.156,0.206,0.1,0.1,0.256,0.138,0.219,0.25,0.138,0.212,0.131,0.188,0.2,0.256,0.2,0.294,0.263
6001260509,7625,Consumption,12/5/20,No,0.425,0.794,0.069,0.05,0.075,0.056,0.044,0.081,0.056,0.056,0.069,0.069,0.056,0.063,0.069,0.063,0.212,0.206,0.131,0.294,0.362,0.144,0.088,0.088,0.075,0.113,0.15,0.069,0.094,0.081,0.138,0.1,0.163,0.263,0.106,0.237,0.206,0.475,0.287,0.163,0.356,0.806,0.181,0.313,0.175,0.181,0.188,0.175
6001260509,7625,Consumption,13/5/20,No,0.8,0.194,0.788,0.081,0.088,0.069,0.069,0.088,0.063,0.069,0.088,0.069,0.063,0.075,0.081,0.194,0.138,0.738,0.338,0.15,0.206,0.075,0.219,0.106,0.113,0.163,0.1,0.069,0.081,0.212,0.075,0.125,0.163,0.088,0.081,0.244,0.281,0.219,0.362,0.269,0.188,0.281,0.15,0.206,0.381,0.281,0.212,0.181
6001260509,7625,Consumption,14/5/20,No,0.438,0.544,0.744,0.131,0.088,0.069,0.069,0.069,0.094,0.063,0.063,0.075,0.081,0.063,0.069,0.244,0.081,0.263,0.106,0.15,0.094,0.075,0.075,0.113,0.85,0.2,0.106,0.088,0.069,0.075,0.094,0.15,0.088,0.106,0.119,0.113,0.35,0.263,0.281,0.2,0.131,0.594,0.206,0.269,0.237,0.231,0.188,0.181
6001260509,7625,Consumption,15/5/20,No,0.325,0.656,0.813,0.088,0.069,0.144,0.069,0.075,0.063,0.094,0.069,0.069,0.063,0.094,0.063,0.063,0.25,0.306,0.319,0.119,0.094,0.119,0.088,0.113,0.069,0.144,0.081,0.069,0.063,0.088,0.069,0.063,0.2,0.094,0.069,0.156,0.344,0.338,0.175,0.194,0.2,0.263,0.237,0.206,0.456,0.331,0.206,0.212
6001260509,7625,Consumption,16/5/20,No,0.231,0.212,0.425,0.638,0.85,0.094,0.081,0.075,0.088,0.088,0.069,0.069,0.075,0.144,0.075,0.487,0.106,0.113,0.269,0.119,0.075,0.063,0.106,0.094,0.237,0.088,0.075,0.275,0.231,0.088,0.081,0.106,0.075,0.075,0.138,0.138,0.237,0.237,0.838,0.113,0.106,0.088,0.094,0.094,0.113,0.181,0.4,0.219
6001260509,7625,Consumption,17/5/20,No,0.175,0.175,0.163,0.681,0.6,0.306,0.094,0.069,0.069,0.088,0.075,0.063,0.069,0.075,0.081,0.063,0.069,0.063,0.1,0.5,0.475,0.119,0.088,0.069,0.069,0.069,0.088,0.069,0.063,0.094,0.063,0.069,0.088,0.069,0.063,0.269,0.169,0.2,0.219,0.319,0.344,0.25,0.169,0.138,0.156,0.219,0.319,0.2
6001260509,7625,Consumption,18/5/20,No,0.188,0.338,0.663,0.544,0.406,0.075,0.094,0.069,0.075,0.094,0.075,0.069,0.088,0.156,0.088,0.169,0.131,1.025,0.4,0.469,0.119,0.55,0.212,0.144,0.194,0.081,0.075,0.1,0.113,0.281,0.106,0.094,0.088,0.169,0.075,0.1,0.113,0.369,0.269,0.119,0.269,0.375,0.356,0.438,0.275,0.188,0.206,0.188
6001260509,7625,Consumption,19/5/20,No,0.294,0.619,0.831,0.113,0.075,0.075,0.094,0.063,0.069,0.088,0.069,0.075,0.081,0.069,0.075,0.169,0.156,0.325,0.125,0.163,0.106,0.088,0.094,0.088,0.088,0.237,0.1,0.113,0.1,0.088,0.094,0.156,0.088,0.069,0.094,0.287,0.656,0.644,0.5,0.181,0.15,0.231,0.194,0.506,0.2,0.194,0.394,0.188
6001260509,7625,Consumption,20/5/20,No,0.706,0.456,0.431,0.088,0.069,0.088,0.069,0.069,0.081,0.063,0.069,0.081,0.063,0.069,0.275,0.069,0.069,0.788,0.181,0.1,0.125,0.075,0.081,0.075,0.244,0.175,0.144,0.075,0.106,0.094,0.106,0.1,0.106,0.225,0.106,0.45,0.469,0.163,0.237,0.369,0.156,0.194,0.463,0.338,0.219,0.188,0.219,0.156
6001260509,7625,Consumption,21/5/20,No,0.613,0.338,0.756,0.081,0.094,0.075,0.063,0.1,0.069,0.069,0.094,0.063,0.069,0.088,0.069,0.244,0.094,0.206,0.175,0.212,0.113,0.069,0.156,0.069,0.069,0.1,0.131,0.075,0.081,0.069,0.1,0.075,0.144,0.1,0.231,0.25,0.281,0.269,0.325,0.181,0.5,0.588,0.487,0.225,0.163,0.731,0.738,0.525
6001260509,7625,Consumption,22/5/20,No,0.1,0.094,0.075,0.069,0.088,0.113,0.069,0.094,0.063,0.069,0.069,0.081,0.063,0.063,0.088,0.063,0.244,0.294,0.175,0.119,0.069,0.094,0.063,0.15,0.25,0.144,0.063,0.088,0.069,0.069,0.113,0.088,0.231,0.106,0.081,0.775,0.2,0.212,0.269,0.231,0.219,0.231,0.638,0.256,0.3,0.206,0.275,0.813
6001260509,7625,Consumption,23/5/20,No,0.6,0.525,0.1,0.075,0.075,0.088,0.075,0.075,0.075,0.081,0.069,0.069,0.094,0.069,0.069,0.138,0.075,0.069,0.287,0.731,0.412,0.131,0.113,0.075,0.088,0.075,0.681,0.606,0.088,0.088,0.113,0.119,0.131,0.163,0.294,0.438,0.369,0.294,0.244,0.281,0.281,0.35,0.25,0.219,0.306,0.375,0.269,0.225
6001260509,7625,Consumption,24/5/20,No,0.725,0.681,0.556,0.075,0.075,0.1,0.075,0.075,0.088,0.075,0.069,0.094,0.063,0.075,0.088,0.075,0.069,0.088,0.231,0.081,0.094,0.206,0.069,0.406,0.206,0.444,0.35,0.194,0.319,0.256,0.206,0.219,0.194,0.313,0.588,0.394,0.244,0.406,0.263,0.444,0.362,0.325,0.338,0.356,0.444,0.294,0.319,0.3
6001260509,7625,Consumption,25/5/20,No,0.294,0.45,0.794,0.775,0.412,0.212,0.175,0.188,0.2,0.181,0.188,0.2,0.181,0.175,0.181,0.4,0.194,0.994,0.269,0.6,0.487,0.237,0.319,0.313,0.194,0.294,0.194,0.2,0.388,0.206,0.256,0.237,0.25,0.212,0.188,0.313,0.281,0.275,0.356,0.3,0.394,1.031,0.487,0.344,0.375,0.325,0.3,0.969
6001260509,7625,Consumption,26/5/20,No,0.663,0.494,0.194,0.188,0.2,0.2,0.188,0.181,0.2,0.2,0.225,0.212,0.188,0.181,0.181,0.394,0.188,0.438,0.294,0.188,0.075,0.1,0.081,0.081,0.069,0.219,0.088,0.219,0.063,0.081,0.056,0.144,0.081,0.056,0.219,0.206,0.2,0.438,0.344,0.338,0.169,0.281,0.3,0.219,0.425,0.45,0.231,0.2
6001260509,7625,Consumption,27/5/20,No,0.831,0.362,0.831,0.106,0.075,0.075,0.081,0.081,0.069,0.088,0.069,0.069,0.088,0.263,0.113,0.094,0.244,0.113,0.219,0.15,0.263,0.069,0.1,0.069,0.075,0.075,0.438,0.113,0.081,0.163,0.119,0.113,0.081,0.088,0.188,0.138,0.125,0.319,0.306,0.206,0.412,1.369,0.794,0.225,0.219,0.2,0.2,0.869
6001260509,7625,Consumption,28/5/20,No,0.425,0.487,0.081,0.088,0.069,0.075,0.081,0.063,0.088,0.1,0.1,0.075,0.075,0.119,0.287,0.075,0.088,0.063,0.981,0.194,0.075,0.106,0.075,0.094,0.119,0.188,0.131,0.094,0.1,0.125,0.088,0.094,0.1,0.15,0.2,0.219,0.269,0.156,0.2,0.3,0.338,0.212,0.225,0.431,0.269,0.313,0.194,0.163
6001260509,7625,Consumption,29/5/20,No,0.306,0.675,0.806,0.094,0.069,0.081,0.063,0.088,0.1,0.088,0.063,0.081,0.069,0.063,0.269,0.081,0.088,0.25,0.106,0.15,0.069,0.081,0.131,0.3,0.5,0.15,0.094,0.069,0.088,0.063,0.081,0.056,0.15,0.1,0.081,0.063,0.938,0.225,0.406,0.219,0.219,0.219,0.244,0.281,0.294,0.244,0.344,0.231
6001260509,7625,Consumption,30/5/20,No,0.2,0.313,0.631,0.794,0.113,0.1,0.119,0.1,0.075,0.081,0.069,0.069,0.088,0.063,0.081,0.063,0.069,0.081,0.063,0.244,0.1,0.075,0.075,0.113,0.225,0.106,0.081,0.075,0.281,0.15,0.225,0.05,0.281,0.263,0.088,0.081,0.944,0.219,0.081,0.081,0.075,0.081,0.075,0.081,0.069,0.081,0.069,0.088
6001260509,7625,Consumption,31/5/20,No,0.219,0.169,0.656,0.225,0.706,0.063,0.063,0.05,0.063,0.044,0.069,0.044,0.069,0.044,0.056,0.056,0.05,0.237,0.044,0.138,0.069,0.206,0.081,0.081,0.044,0.125,0.325,0.1,0.088,0.125,0.125,0.131,0.05,0.094,0.069,0.094,0.287,0.15,0.169,0.231,0.513,0.35,0.369,0.362,0.3,0.294,0.438,0.888
6001260509,7625,Consumption,1/6/20,No,0.694,0.4,0.163,0.181,0.163,0.188,0.163,0.175,0.175,0.169,0.181,0.169,0.181,0.175,0.369,0.225,0.206,0.5,0.619,0.356,0.275,0.25,0.219,0.237,0.2,0.6,0.181,0.212,0.188,0.2,0.287,0.219,0.313,0.225,0.219,0.231,0.256,0.606,0.281,0.319,0.425,0.763,0.325,0.694,0.356,0.319,0.45,0.788
6001260509,7625,Consumption,2/6/20,No,0.688,0.456,0.2,0.206,0.188,0.188,0.206,0.188,0.181,0.206,0.188,0.181,0.206,0.194,0.388,0.144,0.081,0.3,0.113,0.119,0.075,0.106,0.075,0.287,0.844,0.119,0.075,0.063,0.294,0.119,0.094,0.175,0.106,0.113,0.156,0.2,0.294,0.319,0.188,0.237,0.281,0.163,0.188,0.319,0.425,0.212,0.263,0.694
6001260509,7625,Consumption,3/6/20,No,0.525,0.825,0.1,0.125,0.094,0.069,0.075,0.081,0.069,0.088,0.069,0.069,0.081,0.063,0.269,0.088,0.081,0.85,0.106,0.15,0.088,0.063,0.081,0.081,0.113,0.069,0.088,0.075,0.075,0.325,0.069,0.081,0.069,0.25,0.638,0.138,0.113,0.838,0.525,0.169,0.237,0.144,0.169,0.15,0.2,0.3,0.188,0.769
6001260509,7625,Consumption,4/6/20,No,0.656,0.463,0.088,0.069,0.075,0.075,0.069,0.094,0.069,0.075,0.081,0.063,0.088,0.063,0.088,0.263,0.088,0.263,0.144,0.094,0.088,0.069,0.287,0.181,0.094,0.1,0.169,0.094,0.081,0.244,0.075,0.075,0.069,0.094,0.156,0.263,0.175,0.219,0.169,0.194,0.394,0.444,0.813,0.237,0.35,0.219,0.206,0.225
6001260509,7625,Consumption,5/6/20,No,0.325,0.638,0.806,0.113,0.075,0.075,0.088,0.075,0.075,0.088,0.075,0.069,0.094,0.069,0.256,0.1,0.075,0.35,0.381,0.381,0.15,0.063,0.163,0.069,0.163,0.125,0.219,0.169,0.081,0.069,0.113,0.194,0.1,0.138,0.325,0.394,0.237,0.444,0.381,0.244,0.281,0.6,0.294,0.494,0.45,0.469,0.381,0.306
6001260509,7625,Consumption,6/6/20,No,0.338,1.063,1.044,0.212,0.206,0.188,0.188,0.206,0.237,0.219,0.188,0.194,0.206,0.188,0.188,0.212,0.237,0.231,0.563,0.344,0.206,0.219,0.194,0.263,0.45,0.625,0.356,0.212,0.375,0.319,0.331,0.094,0.075,0.075,0.094,0.069,0.094,0.088,0.95,0.806,0.688,0.287,0.287,0.206,0.138,0.219,0.9,0.394
6001260509,7625,Consumption,7/6/20,No,0.694,0.131,0.075,0.106,0.081,0.075,0.106,0.063,0.094,0.081,0.081,0.088,0.075,0.063,0.125,0.1,0.088,0.113,0.375,0.094,0.1,0.338,0.212,0.263,0.169,0.125,0.094,0.069,0.088,0.063,0.075,0.081,0.063,0.088,0.069,0.063,0.088,0.063,0.088,0.063,0.325,0.563,0.212,0.188,0.219,0.156,0.275,0.25
